Unnamed: 0.1,Index,titles,price,area,location,time
353,353,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2
			","4,095 triệu",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
354,354,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
355,355,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2 
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
356,356,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2.
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
357,357,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2
			",Liên hệ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
358,358,"
																Bán gấp căn góc đẹp Dự án FLC Garden City, Đường 70 P.Đại Mỗ, NTL, 24tr/m2; 0944006666
			",24 triệu,Diện tích: 65m2,Nam Từ Liêm,1 tuần trước
359,359,"
																Bán CH số 17 tầng 12B dự án MipecRubik 360 số 122 - 124 Xuân Thủy, 0947558818
			",Liên hệ,Diện tích: 77m2,Cầu Giấy,1 tuần trước
360,360,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
361,361,"
																Bán căn hộ tập thể số 30 Vạn Bảo, Ba Đình, giá 1,9 tỷ.
			","1,9 tỷ",Diện tích: 55m2,Ba Đình,1 tuần trước
362,362,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2 Tại Trung tâm Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
363,363,"
																Bán CHCC tòa CT1B KĐT Thành phố giao lưu 234 Phạm Văn Đồng, 1,4 tỷ, 0868468898
			","1,4 tỷ",Diện tích: 55m2,Bắc Từ Liêm,1 tuần trước
364,364,"
																SIÊU ĐÔ THỊ BẬC NHẤT TP. ĐỒNG HỚI
			","5,8 tỷ",Diện tích: 252m2,Hoàn Kiếm,1 tuần trước
365,365,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
366,366,"
																Bán căn hộ 3PN Siêu đẹp nội thất cơ bản giá chỉ 29,5tr/m2
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
367,367,"
																Bán CHCC tầng 7/23 dự án CC TCV-BCA phố Tôn Quang Phiệt, BTL, 2,25 tỷ, 0915316453
			","2,25 tỷ",Diện tích: 93m2,Bắc Từ Liêm,1 tuần trước
368,368,"
																Bán căn hộ 3pn Iris Garden siêu đẹp nội thất cơ bản giá chỉ từ 29.5tr/m2
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
369,369,"
																Bán căn hộ 3PN siêu đẹp nội thất cơ bản Giá chỉ từ 29,5tr/m2
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
370,370,"
																BÁN CĂN HỘ 3PN SIÊU ĐẸP NỘI THẤT CƠ BẢN GIÁ CHỈ TỪ 29,5tr/m2
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
371,371,"
																Bán căn hộ 3PN nội thất cơ bản giá chỉ từ 29,5tr/m2
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
372,372,"
																BÁN CĂN HỘ 3PN SIÊU ĐẸP NỘI THẤT CƠ BẢN GIÁ CHỈ TỪ 29,5tr/m2
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
373,373,"
																Bán CHCC nhà C1 Thành Công, Ba Đình, 0375181517
			",Liên hệ,Diện tích: 65m2,Ba Đình,1 tuần trước
374,374,"
																Bán căn hộ 3PN nội thất cơ bản giá chỉ từ 29,5tr/m2 trung tâm Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
375,375,"
																BÁN CĂN HỘ 3PN SIÊU ĐẸP NỘI THẤT CƠ BẢN GIÁ CHỈ TỪ 29,5tr/m2
			","4,095 ngàn",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
376,376,"
																Trực tiếp CĐT Tây Hồ Riverview-Cực Sốc chỉ 1.8 Tỉ
			","1,85 tỷ",Diện tích: 60m2,Tây Hồ,1 tuần trước
377,377,"
																Cần bán căn hộ cao cấp 3PN chưa qua sử dụng tại Trung Tâm Mỹ Đình.
			",Liên hệ,Diện tích: 133m2,Cầu Giấy,1 tuần trước
378,378,"
																Bán Duakey 140m 4PN tại The Terra An Hưng giá chỉ 22tr LH ngay book căn đẹp bán cắt lỗ
			",22 triệu,Diện tích: 140m2,Hà Đông,1 tuần trước
379,379,"
																Bán The Terra An Hưng, Tố Hữu, Hà Đông Hà Nội siêu cao cấp giá chỉ từ 2 tỷ/căn LH 0912689793
			",23 triệu,Diện tích: 89m2,Hà Đông,1 tuần trước
380,380,"
																The Terra An Hưng, Tòa V1 đẹp nhất chính thức mở bán Siêu hấp dẫn LH 0912689793
			",2 tỷ,Diện tích: 89m2,Hà Đông,1 tuần trước
381,381,"
																Bán Tòa V1 CC Cao Cấp The Terra An Hưng, Hà Đông, giá chỉ từ 2 tỷ/căn LH 0912689793
			",23 triệu,Diện tích: 89m2,Hà Đông,1 tuần trước
382,382,"
																Bán CC The Terra An Hưng, La Khê, Hà Đông, Hà Nội giá chỉ từ 1,9 tỷ 1 căn. LH 0912689793
			","1,9 tỷ",Diện tích: 75m2,Hà Đông,1 tuần trước
383,383,"
																Bán căn hộ Duakey 140m2 SIÊU HOT 4PN tại The Terra An Hưng giá chỉ 22,5Tr
			","22,5 triệu",Diện tích: 140m2,Hà Đông,1 tuần trước
384,384,"
																Cần bán căn hộ cao cấp 3PN chưa qua sử dụng tại Trung Tâm Mỹ Đình.
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
385,385,"
																Cần bán căn hộ cao cấp 3PN chưa qua sử dụng tại Trung Tâm Mỹ Đình.
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
386,386,"
																CĂN HỘ G2, G3, E4, E5, P1, P2, L1,L2, E1 CIPUTRA BÁN TỐT NHẤT T9/2020, LH 0968 255618 Mr Tuấn
			","4,3 tỷ",Diện tích: 145m2,Tây Hồ,1 tuần trước
387,387,"
																Mở bán đợt cuối 29 căn hộ chung cư cao cấp Dolphin Plaza, mặt đường Nguyễn Hoàng - Gía 26,7tr/m2
			","26,7 triệu",Diện tích: 150m2,Nam Từ Liêm,1 tuần trước
388,388,"
																Cần Bán CH 3PN+1 – 132,9m2, chưa qua sử dụng, nội thất cơ bản, vẫn được hưởng gói vay 65% 18 tháng 0%LS
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
389,389,"
																Bán gấp căn hộ CT2B Nghĩa Đô - ngõ 106 Hoàng Quốc Việt diện tích 70m2 giá chỉ 2,45 tỷ
			","2,45 tỷ",Diện tích: 70m2,Bắc Từ Liêm,1 tuần trước
390,390,"
																Dự án Liberation Geleximco CHỈ VỚI 1.8 TỶ SỞ HỮU CHUNG CƯ NGAY CẠNH AEON MALL HOÀNG MAI  
			",30 triệu,Diện tích: 60m2,Hoàng Mai,1 tuần trước
391,391,"
																Bán căn hộ 3 – 4 phòng ngủ, diện tích 106 – 161m2. Đóng 30% nhận nhà ở ngay. Trung tâm Mỹ Đình
			",28 triệu,Diện tích: 129m2,Bắc Từ Liêm,1 tuần trước
392,392,"
																vinhome ocean park - bán 2 căn 2pn2vs 63m giá 1,75-1,8 tỷ LH 0366979044
			","1,76 tỷ",Diện tích: 63m2,Gia Lâm,1 tuần trước
393,393,"
																Bán nhà Nguyễn Đức Cảnh 30m x3T nhỉnh 2 tỷ ngõ 3 gác, gần hồ Đền Lừ
			","2,2 tỷ",Diện tích: 30m2,Hoàng Mai,1 tuần trước
394,394,"
																Cần Bán CH 3PN+1 – 132,9m2, chưa qua sử dụng, nội thất cơ bản, vẫn được hưởng gói vay 65% 18 tháng 0%LS
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
395,395,"
																Bán căn 3PN ngoại giao Iris Garden Mỹ Đình, nhận nhà ở ngay, view nội khu. Giá chỉ từ 3.9x tỷ.
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
396,396,"
																Bán căn 3PN ngoại giao Iris Garden Mỹ Đình, nhận nhà ở ngay, view nội khu. Giá chỉ từ 3.9x
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
397,397,"
																Bạn đang tìm 1 căn hộ vừa ở gần trung tâm nhưng vấn đề ùn tắc giao thông và mật độ cư dân quá đông làm bạn băn khoăn...
			",Liên hệ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
398,398,"
																Bạn đang tìm 1 căn hộ vừa ở gần trung tâm nhưng vấn đề ùn tắc giao thông
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
399,399,"
																Bạn đang tìm 1 căn hộ vừa ở gần trung tâm nhưng vấn đề ùn tắc giao thông và mật độ cư dân quá đông làm bạn băn khoăn...
			","4,095 ngàn",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
400,400,"
																Chỉ còn gần 80 căn hộ với view nội khu siêu đẹp dành cho những chủ nhân cuối cùng
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
401,401,"
																Iris Garden Chỉ còn gần 80 căn hộ với view nội khu siêu đẹp
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
402,402,"
																Mở bán 80 căn góc đẹp nhất dự án IrisGarden Mỹ Đình,133m2, 4x tỷ
			","39,5 triệu",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
403,403,"
																Bán chung cư Iris Garden 3 ngủ hot nhất tại khu vực Mỹ Đình
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
404,404,"
																Bạn đang tìm 1 căn hộ vừa ở gần trung tâm nhưng vấn đề ùn tắc giao thông và mật độ cư dân quá đông làm bạn băn khoăn...
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
405,405,"
																Bán căn góc 3PN tòa N03T1 khu Ngoại Giao Đoàn full đồ
			","3,6 tỷ",Diện tích: 95m2,Bắc Từ Liêm,1 tuần trước
406,406,"
																Cần bán căn hộ chung cư sang sịn mịn tại Mỹ Đình
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
407,407,"
																Cần bán căn hộ dự án Iris Garden – Trung tâm Mỹ Đình
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
408,408,"
																Cần bán căn hộ dự án Iris Garden – Trung tâm Mỹ Đình
			","4,095 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
409,409,"
																Cần bán căn hộ dự án Iris Garden – Trung tâm Mỹ Đình 
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
410,410,"
																Sở hữu căn hộ chung cư geleximco southern star 897 giải phóng chỉ từ 1.8tỉ
			","1,8 tỷ",Diện tích: 62m2,Hoàng Mai,1 tuần trước
411,411,"
																Cần bán căn hộ dự án Iris Garden – Trung tâm Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
412,412,"
																Căn 2N full NT cao cấp chỉ 1.97 tỷ tại Green Bay. LH: 0988.585.126
			","1,97 tỷ",Diện tích: 49m2,Nam Từ Liêm,2 tuần trước
413,413,"
																Bán cắt lỗ Goldmark City: Căn 3905 tòa R1
			","3,2 tỷ",Diện tích: 130m2,Bắc Từ Liêm,2 tuần trước
414,414,"
																Cần bán căn hộ dự án Iris Garden – Trung tâm Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
415,415,"
																còn 80 căn góc 3PN cuối cùng tại Iris Garden với chính sách khủng
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
416,416,"
																Chung cư 24 Nguyễn Khuyến – không gian sống lý tưởng cho mọi gia đình
			","1,411 tỷ",Diện tích: 57m2,Hà Đông,2 tuần trước
417,417,"
																Cần bán căn hộ dự án Iris Garden – Trung tâm Mỹ Đình
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
418,418,"
																Chỉ 1,4 tỷ có ngay căn hộ 56.9 m2 tại dự án Chung cư 24 Nguyễn Khuyến - Chung cư cán bộ chiến sỹ Công an
			","1,4 tỷ",Diện tích: 56m2,Hà Đông,2 tuần trước
419,419,"
																Bán gấp căn hộ chung cư 24 Nguyễn Khuyến, Văn Quán, Hà Đông, giá chỉ từ 24,8 tr/m2
			",Liên hệ,Diện tích: 56m2,Hà Đông,2 tuần trước
420,420,"
																Chính Chủ Bán Gấp Căn Hộ Vinhomes Green Bay 86m2 - 3pn - Full Nội Thất - Có Sổ Đỏ
			","3,3 tỷ",Diện tích: 86m2,Nam Từ Liêm,2 tuần trước
421,421,"
																BÁN CĂN CHUNG CƯ KPARK, KĐT VĂN PHÚ LÊ TRỌNG TẤN - HÀ ĐÔNG
			","1,58 tỷ",Diện tích: 60m2,Hà Đông,2 tuần trước
422,422,"
																Cần bán lỗ CHCC cao cấp The Emerald ở CT8 Mỹ Đình, 4,65 tỷ, 0398113456
			","4,65 tỷ",Diện tích: 141m2,Nam Từ Liêm,2 tuần trước
423,423,"
																Cần bán căn hộ dự án Iris Garden – Trung tâm Mỹ Đình 
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
424,424,"
																Bán nhanh quỹ căn còn sót lại tại dự án Mipec Kiến Hưng giá Cực RẺ
			",900 triệu,Diện tích: 50m2,Hà Đông,2 tuần trước
425,425,"
																Bán chung cư P1 view sân golf 145m2 , ban công Đông Nam, giá 4,3 tỷ. LH 0968 255618
			","4,3 tỷ",Diện tích: 145m2,Tây Hồ,2 tuần trước
426,426,"
																Căn hộ 3 - 4 phòng ngủ, diện tích đa dạng từ 106 - 161m2. Nhận nahf ở ngay. Trung tâm Mỹ Đình
			",28 triệu,Diện tích: 106m2,Bắc Từ Liêm,2 tuần trước
427,427,"
																Chính chủ bán CHCC cao cấp HD Mon City, 2,3 tỷ, 0976365202
			","2,3 tỷ",Diện tích: 67m2,Nam Từ Liêm,2 tuần trước
428,428,"
																Trải nhiệm đẳng cấp sống giữa lòng Hà Nội tại Iris Garden 
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
429,429,"
																Bán xả hàng vài căn hộ tại Mipec Kiến Hưng giá cắt lỗ
			",900 triệu,Diện tích: 50m2,Hà Đông,2 tuần trước
430,430,"
																TRẢI NGHIỆM ĐẲNG CẤP SỐNG GIỮA LÒNG HÀ NỘI TẠI IRIS GARDEN
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
431,431,"
																TRẢI NGHIỆM ĐẲNG CẤP SỐNG GIỮA LÒNG HÀ NỘI TẠI IRIS GARDEN
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
432,432,"
																Bán gấp một số CH 2PN 3PN, suất ngoại giao tại Dream Land Bonanza - 23 Duy Tân giá CĐT. 0983292695
			",33 triệu,Diện tích: 72m2,Cầu Giấy,2 tuần trước
433,433,"
																Chính chủ bán CHCC 2PN ban công ĐN tại Dreamland Bonanza - 23 Duy Tân giá 2,7 tỷ. LH: 0983292695
			","2,7 tỷ",Diện tích: 73m2,Cầu Giấy,2 tuần trước
434,434,"
																(Hot) chính chủ bán rẻ căn 2PN (74,75m2) tại Ban Cơ Yếu Chính Phủ, giá 28tr/m2. LH: 0983292695
			",Liên hệ,Diện tích: 74m2,Thanh Xuân,2 tuần trước
435,435,"
																Bán hòa CHCC 3 PN siêu đẹp R2 - 15B09(101m2) tại Florence 28 Trần Hữu Dực giá 3.5 tỷ LH: 0983292695
			","3,5 tỷ",Diện tích: 101m2,Bắc Từ Liêm,2 tuần trước
436,436,"
																Thu hồi vốn bán gấp CHCC Eco Lake View, DT 53m2 67m2 69m2 76m2 80m2 100m2, 26tr/m2 LH: 0983.292.695
			","2,7 tỷ",Diện tích: 105m2,Hoàng Mai,2 tuần trước
437,437,"
																Cần tiền bán gấp căn 3 ngủ R1-1810(98m2) full đồ tại FLorence 28 Trần Hữu Dực 3,5 tỷ LH: 0983292695
			","3,5 tỷ",Diện tích: 98m2,Bắc Từ Liêm,2 tuần trước
438,438,"
																Bán CH 2PN 82,6m2 suất ngoại giao vào thẳng tên HĐ tại dự án Golden Park Tower 41tr/m2 0983292695
			",41 triệu,Diện tích: 83m2,Cầu Giấy,2 tuần trước
439,439,"
																Chính chủ nhượng lại CH 3pn tại Dream Land - 23 Duy Tân, 18-10 ( 97m2 ). Giá 3.6 tỷ. LH:0983292695
			","3,6 tỷ",Diện tích: 97m2,Cầu Giấy,2 tuần trước
440,440,"
																Vào thẳng tên HĐ mua bán CC CT1 Yên Nghĩa, DT 55 - 61 - 67 - 73 và 114m2, giá 12tr/m2. 0983.292.695
			",985 triệu,Diện tích: 61m2,Hà Đông,2 tuần trước
441,441,"
																Chính chủ bán CH 2PN lô góc A2-2107(74m2) FULL NT tại Ecolife 58 Tố Hữu. Giá 2.28 tỷ. 0983292695
			","2,28 tỷ",Diện tích: 74m2,Bắc Từ Liêm,2 tuần trước
442,442,"
																Bán gấp 2 CHCC lô góc B - 2508 và 909 (66,5m2) tại Intracom Riverside. Chỉ từ 21tr/m2, 0983292695
			",21 triệu,Diện tích: 66m2,Đông Anh,2 tuần trước
443,443,"
																Bán căn hộ tòa N13 Trần Đăng Ninh 85m² 3 ngủ,Quận Cầu Giấy
			","2,2 tỷ",Diện tích: 85m2,Hai Bà Trưng,2 tuần trước
444,444,"
																Bán nhanh căn hộ 03 tại dự án CT5 Lê Đức THọ giá cực rẻ
			",Liên hệ,Diện tích: 70m2,Nam Từ Liêm,2 tuần trước
445,445,"
																Bán gấp chung cư P.706 số 56 ngõ 1 Quan Nhân, Thanh Xuân, 1,3 tỷ, 0353277986
			","1,3 tỷ",Diện tích: 49m2,Thanh Xuân,2 tuần trước
446,446,"
																Trải Nghiệm Đẳng cấp sống giữa HÀ NỘI tại IRIS GARDEN
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
447,447,"
																Cần tiền gấp nên bán căn hộ 68,9m giá thanh lí tại Mipec Kiến Hưng
			",Liên hệ,Diện tích: 69m2,Hà Đông,2 tuần trước
448,448,"
																sparkles:TRẢI NGHIỆM ĐẲNG CẤP SỐNG GIỮA LÒNG HÀ NỘI TẠI IRIS GARDEN
			","4,095 ngàn",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
449,449,"
																Trải nghiệm đẳng cấp gữa lòng Hà Nội tại Iris Garden
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
450,450,"
																Trải nghiệm đẳng cấp gữa lòng Hà Nội tại Iris Garden
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
451,451,"
																Iris Garden chính thức mở bán đợt cuối 80 căn hộ 3PN đẹp nhất
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
452,452,"
																Trải nghiệm đẳng cấp gữa lòng Hà Nội tại Iris Garden
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
453,453,"
																Trải nghiệm đẳng cấp gữa lòng Hà Nội tại Iris Garden
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
454,454,"
																Trải nghiệm đẳng cấp gữa lòng Hà Nội tại Iris Garden
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
455,455,"
																Trải nghiệm đẳng cấp sống giữa lòng Hà Nội tại Iris Garden
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
456,456,"
																TRẢI NGHIỆM ĐẲNG CẤP SỐNG GIỮA LÒNG HÀ NỘI TẠI IRIS GARDEN 
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
457,457,"
																GIÁ KÍCH CẦU CHỈ TRONG THÁNG NGÂU - Trả trước 30% NHẬN NHÀ Ở NGAY
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
458,458,"
																:x::x::x:GIÁ KÍCH CẦU CHỈ TRONG THÁNG NGÂU - Trả trước 30% NHẬN NHÀ Ở NGAY
			","4,095 ngàn",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
459,459,"
																GIÁ KÍCH CẦU CHỈ TRONG THÁNG NGÂU - Trả trước 30% NHẬN NHÀ Ở NGAY
			",Liên hệ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
460,460,"
																GIÁ KÍCH CẦU CHỈ TRONG THÁNG NGÂU - Trả trước 30% NHẬN NHÀ Ở NGAY
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
461,461,"
																Bán căn hộ 2 phòng 89m2 chung cư The Zei Mỹ Đình
			","3,8 tỷ",Diện tích: 89m2,Nam Từ Liêm,2 tuần trước
462,462,"
																Nhận nhà ở ngay chỉ với 1,2 tỷ tại BOOYOUNG Mỗ Lao, sở hữu căn 3PN diện tích 95m2.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,2 tuần trước
463,463,"
																Cần bán gấp căn góc 06 CC Tecco Garden 3PN A1 nhận nhà ở ngay. Giá:18tr/m2
			",18 triệu,Diện tích: 106m2,Thanh Trì,2 tuần trước
464,464,"
																""GIÁ KÍCH CẦU CHỈ TRONG THÁNG NGÂU - Trả trước 30% NHẬN NHÀ Ở NGAY ""
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
465,465,"
																Chung cư Quận Tây Hồ -3PN giá CHỈ 3.2 tỉ/căn
			","3,2 tỷ",Diện tích: 104m2,Tây Hồ,2 tuần trước
466,466,"
																GIÁ KÍCH CẦU CHỈ TRONG THÁNG NGÂU - Trả trước 30% NHẬN NHÀ Ở NGAY
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
467,467,"
																Giá kích cầu chỉ trong tháng ngâu- Trả trước 30% nhận nhà ở ngay
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
468,468,"
																GIÁ KÍCH CẦU CHỈ TRONG THÁNG NGÂU - Trả trước 30% NHẬN NHÀ Ở NGAY 
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
469,469,"
																Chỉ với 1,2 tỷ nhận ngay nhà – Ring thêm quà
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
470,470,"
																:star2: Chỉ với 1,2 tỷ nhận ngay nhà – Ring thêm quà :star2:
			","4,095 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
471,471,"
																Mở bán đợt cuối căn góc 3PN trung tâm Mỹ Đình 30tr/m2, CK 3,5%, LS0%, Tặng 110tr
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
472,472,"
																CẮT LỖ BÁN NHANH CĂN HỘ 3PN DIỆN TÍCH 95M2 GIÁ CHỈ CÒN 2,547 TỶ.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,2 tuần trước
473,473,"
																Chỉ với 1,2 tỷ nhận ngay nhà – Ring thêm quà tại chung cư iris garden
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
474,474,"
																Chỉ với 1,2 tỷ nhận ngay nhà – Ring thêm quà
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
475,475,"
																Chỉ với 1,2 tỷ nhận ngay nhà – Ring thêm quà
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
476,476,"
																Bán căn hộ chung cư Iris Garden
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
477,477,"
																Ra mắt tòa T4 Thăng Long Capital, 10 căn đặt trước nhận ưu đãi hấp dẫn
			","1,3 tỷ",Diện tích: 62m2,Hoài Đức,2 tuần trước
478,478,"
																Mở bán 86 căn góc 3PN đẹp nhất dự án Iris Garden - Mỹ Đình, giá chỉ từ 29,5tr/m2
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
479,479,"
																Bán căn N03T1 đủ đồ giá rẻ nhất
			","3,3 tỷ",Diện tích: 103m2,Bắc Từ Liêm,2 tuần trước
480,480,"
																BÁN CĂN HỘ ĐỦ CÁC LOẠI HÌNH GIÁ TỐT TẠI VINHOMES GREEN BAY MỄ TRÌ.LH 035.510.7987
			","1,03 tỷ",Diện tích: 28m2,Nam Từ Liêm,2 tuần trước
481,481,"
																“Yêu nhà sang – Không gian thoáng đãng”
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
482,482,"
																Chính chủ bán CH 83 Ngọc Hồi, Nhà đẹp nguyên bản 70m2, 2 PN, Vị trí siêu đẹp, Giá siêu rẻ 1.18 tỷ
			","1,18 tỷ",Diện tích: 70m2,Hoàng Mai,2 tuần trước
483,483,"
																Bán CH 306 Chung Cư Hoàng Dương-83 Ngọc Hồi, Nhà Đẹp Nguyên Bản 70m2, 2 PN, Chỉ 1.18 Tỷ
			","1,18 tỷ",Diện tích: 70m2,Hoàng Mai,2 tuần trước
484,484,"
																Yêu nhà sang – Không gian thoáng đãng
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
485,485,"
																Yêu nhà sang – Không gian thoáng đãng”
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
486,486,"
																Cần bán nhà Iris Garden Nam Từ Liêm
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
487,487,"
																Bán căn hộ 3PN sang xịn, mịn đơn giá chỉ 29,5tr/m2
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
488,488,"
																Cần Bán 2 Suất Ngoại Giao Iris Garden, Ls 0%, Ck 3,5%, Tặng 110Tr
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
489,489,"
																Mở bán 78 căn góc 3PN cuối cùng tại dự án Iris Garden - Mỹ Đình, giá chỉ từ 29,5tr/m2
			","3,95 triệu",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
490,490,"
																Tại sao Anh chị lại mua chung cư E2 Yên Hòa giá đắt, trong khi CĐT bán giá rẻ, gọi ngay 0362170835
			",Liên hệ,Diện tích: 118m2,Cầu Giấy,2 tuần trước
491,491,"
																Chính chủ bán căn hộ 2pn View hồ Hạ Đình đầy đủ nội thất
			",32 triệu,Diện tích: 72m2,Thanh Xuân,2 tuần trước
492,492,"
																Chung cư mini Cầu Giấy –Công Viên Nghĩa Đô hơn 700 triệu/căn ( 31-50m2) Ở Ngay
			",790 triệu,Diện tích: 32m2,Cầu Giấy,2 tuần trước
493,493,"
																   Chủ đầu tư bán chung cư mini phố Võ Thị Sáu – Thanh Nhàn hơn 800 tr/căn (32-50m2)  Ở Ngay
			",850 triệu,Diện tích: 33m2,Hai Bà Trưng,2 tuần trước
494,494,"
																CĐT bán chung cư mini Tân Mai -Trương Định hơn 590 triệu/căn ,Đủ Nội Thất
			",600 triệu,Diện tích: 30m2,Hoàng Mai,2 tuần trước
