Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin,Quan
"
        Dự án 6th Element, Đường Nguyễn Văn Huyên, Phường Xuân La, Tây Hồ, Hà Nội
    ",5200000000.0,109.0,3,2,4,3,2,153,Gồm 2 tòa chung cư CT1 và CT2,21.053024291992198,105.798637390137,0,877
"
        Dự án HH1 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",750000000.0,45.0,1,1,4,3,2,447,Gồm 3 tòa A - B - C cạnh nhau và cao 40 tầng,20.96473503112793,105.82636260986328,0,1134
"
        Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",4100000000.0,116.7,3,2,3,1,0,366,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,0,1038
"
        Dự án Nghĩa Đô, Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",2950000000.0,85.0,3,2,4,3,1,29,"8,2 ha, gồm 57 lô nhà vườn và biệt thự sang trọng, 6 tòa nhà cao tầng từ 19-25 tầng",21.0505809783936,105.79224395752001,0,1038
"
        Dự án Sunshine Riverside, Đường Nguyễn Văn Huyên, Phường Nhật Tân, Tây Hồ, Hà Nội
    ",3500000000.0,98.0,3,3,2,1,1,151,,21.081007003784197,105.81809234619101,0,877
"
        Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",3400000000.0,71.0,2,2,2,1,1,113,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,0,1034
"
        Dự án The Two Residence - Gamuda Garden, Đường Pháp Vân, Phường Trần Phú, Hoàng Mai, Hà Nội
    ",1150000000.0,44.0,1,1,7,6,2,105,"Gồm 2 tòa hình chữ L cao 27 tầng và 30 tầng, 3 dãy nhà phố thương mại",20.970058441162106,105.87777709960899,0,1134
"
        Discovery Complex 2, 8B, Đường Lê Trực, Phường Điện Biên, Ba Đình, Hà Nội
    ",9500000000.0,117.7,4,2,3,4,1,3,Gồm 17 tầng và 4 tầng hầm,21.032028198242198,105.833023071289,0,255
"
        Dự án Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội
    ",800000000.0,60.0,2,2,7,8,1,447,Gồm 6 tòa nhà cao 31 tầng,20.9557151794434,105.807090759277,0,207
"
        Dự án The One Residence - Gamuda Garden, Hoàng Mai, Hà Nội
    ",1550000000.0,72.0,2,2,8,5,1,105,"Gồm 2 tòa nhà Nam và Bắc, cao 26 tầng, 2 tầng nổi đỗ xe và 24 tầng căn hộ",20.96920394897461,105.87691497802734,0,1134
"
        Dự án CT36 - Dream Home, Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội
    ",2250000000.0,100.0,3,2,7,6,1,42,Gồm 2 tòa tháp A và B cao 25 tầng,20.9785938262939,105.835342407227,0,1134
"
        Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3050000000.0,81.0,2,2,3,3,2,1403,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,0,864
"
        Dự án Rivera Park Hà Nội, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",3000000000.0,71.0,2,2,5,8,2,36,Gồm 2 khối nhà hỗn hợp cao 22 tầng nổi và 2 tầng hầm,20.9991188049316,105.80844116210899,0,1151
"
        Dự án Vinhomes Smart City Đại Mỗ, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.
    ",1950000000.0,69.0,2,2,5,8,2,1403,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,0,1538
"
        Dự án Thăng Long Capital, Xã An Khánh, Hoài Đức, Hà Nội
    ",1100000000.0,70.0,2,2,6,7,1,49,,21.0096874237061,105.72159576416,0,193
"
        Dự án The Sun Mễ Trì, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3700000000.0,124.0,3,3,6,7,2,1,270 căn hộ,21.0159072875977,105.78018188476601,0,1538
"
        Sun Grand City Ancora Residence, số 3, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội
    ",9800000000.0,152.0,4,3,6,7,2,160,Gồm 3 tòa nhà cao 24 tầng,21.0116748809814,105.86267852783199,0,864
"
        Dự án Mon City - Hải Đăng City, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội.
    ",2900000000.0,86.0,3,2,6,7,2,48,Gồm 2 khu Mon Street (147 căn nhà phố thương mại) và Mon Home (2 tòa Mon A và Mon B cùng cao 30 tầng),21.035120010376,105.767433166504,0,1538
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",3050000000.0,70.0,2,2,6,7,2,1403,,20.994333267211896,105.86756134033199,0,864
"
        Dự án TSG Lotus Sài Đồng, Phố Sài Đồng, Phường Việt Hưng, Long Biên, Hà Nội
    ",2100000000.0,86.0,2,2,5,8,2,1,"Chung cư cao 25 tầng và 4 tầng hầm, 30 lô Kiot thương mại, 21 căn Shophouse",21.0409755706787,105.91366577148399,0,658
"
        Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2700000000.0,75.0,2,2,4,3,2,1403,Gồm 11 tòa (T1-T11),20.9947910308838,105.86784362792999,0,864
"
        Dự án Gamuda City, Hoàng Mai, Hà Nội
    ",3300000000.0,106.0,3,2,4,3,2,105,Gồm 2 khu dân cư và 2 trung tâm thương mại cao cấp,20.969881057739254,105.8716812133789,0,1134
"
        Dự án Sunshine Riverside, Đường An Dương Vương, Phường Nhật Tân, Tây Hồ, Hà Nội
    ",3350000000.0,90.0,3,2,4,3,1,151,,21.081007003784197,105.81809234619101,0,877
"
        Dự án TSG Lotus Sài Đồng, Phố Sài Đồng, Phường Việt Hưng, Long Biên, Hà Nội
    ",1850000000.0,91.4,3,2,5,8,2,1,"Chung cư cao 25 tầng và 4 tầng hầm, 30 lô Kiot thương mại, 21 căn Shophouse",21.0409755706787,105.91366577148399,0,658
"
        M5 Nguyễn Chí Thanh, số 91, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội
    ",4050000000.0,149.0,3,2,5,8,2,14,"31 tầng nổi, 5 tầng hầm",21.0211429595947,105.80934906005899,0,352
"
        Dự án 44 Triều Khúc, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội
    ",2380000000.0,77.0,2,2,5,8,2,6,"Chung cư cao 19 tầng, tổng cộng 15 căn hộ vườn",20.986049652099602,105.798133850098,0,1151
"
        Dự án The Golden Armor, Phố Nam Cao, Phường Giảng Võ, Ba Đình, Hà Nội
    ",3600000000.0,86.0,3,2,5,8,2,42,Tòa nhà cao 24 tầng và 5 tầng hầm,21.0296936035156,105.82151031494101,0,255
"
        Dự án Eco City Việt Hưng, Đường Phúc Đồng, Phường Giang Biên, Long Biên, Hà Nội
    ",2100000000.0,80.0,3,2,7,6,1,37,"Gồm 4 tòa tháp A, B, C, D có chung khối đế và 1 tầng hầm",21.0577354431152,105.91335296630899,0,658
"
        Eco Green City, 286, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội
    ",3100000000.0,106.0,3,2,8,5,1,102,Gồm 4 tòa nhà cao 35 tầng cao và 1 tầng hầm,20.9842433929443,105.808448791504,0,207
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1900000000.0,70.0,2,2,7,6,0,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án TSG Lotus Sài Đồng, Phố Sài Đồng, Phường Việt Hưng, Long Biên, Hà Nội
    ",2210000000.0,86.0,3,2,8,5,0,1,"Chung cư cao 25 tầng và 4 tầng hầm, 30 lô Kiot thương mại, 21 căn Shophouse",21.0409755706787,105.91366577148399,0,658
"
        Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội
    ",2800000000.0,97.0,3,2,6,7,0,162,1120 căn hộ,21.0295810699463,105.850410461426,0,658
"
        Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội
    ",1900000000.0,63.0,2,2,6,7,0,37,"Gồm 4 tòa tháp A, B, C, D có chung khối đế và 1 tầng hầm",21.0577354431152,105.91335296630899,0,658
"
        Sky Park Residence, số 3, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",4150000000.0,86.0,3,2,5,8,0,113,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,0,1034
"
        Dự án Hateco Apollo, Đường 70, Phường Phương Canh, Nam Từ Liêm, Hà Nội.
    ",1040000000.0,43.4,1,1,5,8,2,24,"3 tòa nhà chung cư 25 tầng, 83 căn biệt thự liền kề cao 3-4 tầng",21.035062789917,105.74966430664101,0,1538
"
        Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",3300000000.0,73.0,2,2,7,6,2,40,Gồm 2 tòa nhà cao 30 tầng,20.9981651306152,105.80150604247999,0,1151
"
        Dự án TSG Lotus Sài Đồng, Phố Sài Đồng, Phường Việt Hưng, Long Biên, Hà Nội
    ",2200000000.0,86.0,3,2,7,6,2,1,"Chung cư cao 25 tầng và 4 tầng hầm, 30 lô Kiot thương mại, 21 căn Shophouse",21.0409755706787,105.91366577148399,0,658
"
        Sun Grand City Ancora Residence, số 3, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội
    ",4500000000.0,78.0,2,2,7,6,1,160,Gồm 3 tòa nhà cao 24 tầng,21.0116748809814,105.86267852783199,0,864
"
        Dự án Chung cư The Legacy, Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2800000000.0,75.0,2,2,7,6,1,1,"2 tầng hầm, 1 tầng kỹ thuật, 24 tầng nổi và khu biệt thự nhà vườn",21.000560760498,105.80291748046899,0,1151
"
        Dự án Chung cư DLC Complex, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2500000000.0,75.5,2,2,7,6,1,1,,20.9999027252197,105.80218505859399,0,1151
"
        Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3800000000.0,88.0,2,2,7,6,0,1,,21.0099925994873,105.773422241211,0,1538
"
        Dự án Vinhomes Smart City Đại Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội
    ",1600000000.0,55.0,2,2,7,6,2,1403,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,0,1538
"
        Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",2100000000.0,54.0,2,1,8,5,1,1403,Tổ hợp các căn hộ cao cấp,20.998958587646502,105.788032531738,0,1538
"
        Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",3400000000.0,123.0,3,2,8,5,2,92,"Gồm: 50 toà nhà cao tầng, 2.500 căn nhà ở thấp tầng (biệt thự) và các tổ hợp văn phòng, trung tâm thương mại, trung tâm mua sắm và giải trí",21.072135925293,105.810997009277,0,877
"
        Dự án Hateco Apollo, Đường 70, Phường Phương Canh, Nam Từ Liêm, Hà Nội.
    ",1300000000.0,70.0,2,2,8,5,2,24,"3 tòa nhà chung cư 25 tầng, 83 căn biệt thự liền kề cao 3-4 tầng",21.035062789917,105.74966430664101,0,1538
"
        Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",3100000000.0,72.5,2,2,7,6,2,40,Gồm 2 tòa nhà cao 30 tầng,20.9981651306152,105.80150604247999,0,1151
"
        90 Nguyễn Tuân, 90, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2300000000.0,71.22,2,2,7,6,2,82,"2 tòa tháp căn hộ cao 29 tầng, 87 nhà liền kề",20.9962978363037,105.805633544922,0,1151
"
        Dự án Việt Đức Complex, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2800000000.0,92.3,3,2,7,6,2,32,Gồm 2 tòa nhà  cao 23 tầng & 2 tòa nhà cao 27 tầng với 3 tầng hầm và 3 tầng văn phòng,20.9996452331543,105.799385070801,0,1151
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Đa Tốn, Gia Lâm, Hà Nội
    ",1575000000.0,58.7,2,1,7,6,0,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án Chung cư Ban cơ yếu Chính phủ, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",3000000000.0,124.5,3,2,7,6,0,37,4 tòa chung cư,20.993579864502,105.79821014404301,0,1151
"
        Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",2750000000.0,100.0,2,2,7,6,1,245,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,0,1038
"
        Dự án N03-T8 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",2700000000.0,83.2,3,2,4,3,1,126,Gồm 23 tòa chung cư cao cấp,21.064998626709002,105.80028533935499,0,1038
"
        Dự án Star Tower, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",3200000000.0,98.9,2,2,8,5,1,35,Gồm: 25 tầng,21.024976730346697,105.791229248047,0,1034
"
        Dự án Vinhomes Smart City Đại Mỗ, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.
    ",1500000000.0,59.0,2,2,8,5,1,1403,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,0,1538
"
        Times City - Park Hill, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",5300000000.0,118.5,3,2,8,5,1,1403,,20.994333267211896,105.86756134033199,0,864
"
        Đường Lê Văn Lương, Thanh Xuân, Hà Nội
    ",2500000000.0,75.0,2,2,8,5,1,1,,21.0046289,105.8039341,0,1151
"
        Dự án Vinhomes Symphony Riverside, Phường Việt Hưng, Long Biên, Hà Nội
    ",3900000000.0,87.0,3,2,3,3,1,1403,,21.0461521148682,105.915649414063,0,658
"
        Dự án N02-T1 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",3400000000.0,98.0,3,2,2,1,1,4,Gồm 22 tầng và 2 tầng hầm,21.0661659240723,105.79811859130899,0,1038
"
        Sun Grand City, 69B, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội
    ",9300000000.0,163.0,3,0,8,5,1,160,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)",21.04117202758789,105.825096130371,0,877
"
        Dự án Vinhomes Symphony Riverside, Đường Chu Huy Mân, Phường Việt Hưng, Long Biên, Hà Nội
    ",2100000000.0,66.0,2,2,8,5,1,1403,,21.0461521148682,105.915649414063,0,658
"
        Dự án FLC Complex Phạm Hùng, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",2000000000.0,70.0,2,2,7,6,1,106,Tòa nhà 37 tầng nổi và 2 tầng hầm,21.028190612793,105.779197692871,0,1538
"
        Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",1400000000.0,46.3,1,1,7,6,1,107,Gồm 5 toà nhà với 1478 căn hộ,20.9865188598633,105.78639984130899,0,1376
"
        Rivera Park Hà Nội, 69, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2750000000.0,70.0,2,2,7,6,1,36,Gồm 2 khối nhà hỗn hợp cao 22 tầng nổi và 2 tầng hầm,20.9991188049316,105.80844116210899,0,1151
"
        Dự án Vinhomes Symphony Riverside, Đường Chu Huy Mân, Phường Việt Hưng, Long Biên, Hà Nội
    ",4000000000.0,92.0,3,2,7,6,1,1403,,21.0461521148682,105.915649414063,0,658
"
        Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",2250000000.0,90.0,2,2,7,6,1,107,Gồm 5 toà nhà với 1478 căn hộ,20.9865188598633,105.78639984130899,0,1376
"
        Dự án Vinhomes Symphony Riverside, Đường Chu Huy Mân, Phường Việt Hưng, Long Biên, Hà Nội
    ",4300000000.0,132.6,3,3,7,6,1,1403,,21.0461521148682,105.915649414063,0,658
"
        Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",2950000000.0,104.0,3,2,8,5,1,245,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,0,1038
"
        Dự án Vinhomes Smart City Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội
    ",2120000000.0,63.0,2,2,8,5,1,1403,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,0,1538
"
        Dự án Vinhomes Symphony Riverside, Đường Chu Huy Mân, Phường Việt Hưng, Long Biên, Hà Nội
    ",2225000000.0,66.0,2,2,8,5,1,1403,,21.0461521148682,105.915649414063,0,658
"
        Dự án Vinhomes Symphony Riverside, Đường Chu Huy Mân, Phường Việt Hưng, Long Biên, Hà Nội
    ",2300000000.0,70.8,2,2,8,5,1,1403,,21.0461521148682,105.915649414063,0,658
"
        Dự án Imperia Sky Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4550000000.0,103.0,3,2,8,5,2,61,Gồm 27 tầng nổi và 3 tầng hầm,20.9984378814697,105.866737365723,0,864
"
        Dự án Vinhomes Smart City Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội
    ",1600000000.0,55.0,2,1,8,5,2,1403,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,0,1538
"
        Dự án Vinhomes Symphony Riverside, Đường Chu Huy Mân, Phường Việt Hưng, Long Biên, Hà Nội
    ",4236000000.0,132.0,3,3,8,5,1,1403,,21.0461521148682,105.915649414063,0,658
"
        Đường 32, Phường Phương Canh, Nam Từ Liêm, Hà Nội.
    ",1770000000.0,77.0,3,2,8,5,2,1,,21.048765300000003,105.7426027,0,1538
"
        Dự án Thang Long Number One, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3500000000.0,108.0,3,2,5,7,1,62,Gồm 2 tòa chung cư A & B cao 40 tầng,21.002698898315398,105.792427062988,0,1538
"
        Dự án Vinhomes Symphony Riverside, Đường Chu Huy Mân, Phường Việt Hưng, Long Biên, Hà Nội
    ",4000000000.0,86.3,3,2,3,4,1,1403,,21.0461521148682,105.915649414063,0,658
"
        Hei Tower Điện Lực, số 1, Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2700000000.0,110.0,3,2,8,5,1,8,"25 tầng nổi, 02 tầng hầm và 02 tầng kỹ thuật",21.003246307373,105.80506134033199,0,1151
"
        Dự án Chung cư DLC Complex, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2700000000.0,74.7,2,2,6,7,0,1,,20.9999027252197,105.80218505859399,0,1151
"
        Dự án Việt Đức Complex, Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",3350000000.0,97.0,3,2,8,5,0,32,Gồm 2 tòa nhà  cao 23 tầng & 2 tòa nhà cao 27 tầng với 3 tầng hầm và 3 tầng văn phòng,20.9996452331543,105.799385070801,0,1151
"
        Dự án 789 Bộ Tổng Tham Mưu - BQP, Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.
    ",1680000000.0,70.0,2,2,3,4,1,10,"2 block 17 tầng và 21 tầng, 473 căn hộ",21.024967193603498,105.77131652832001,0,1538
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",2460000000.0,56.0,1,1,4,3,2,1403,,20.994333267211896,105.86756134033199,0,864
"
        Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội
    ",2500000000.0,81.1,3,2,7,6,2,1,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,0,361
"
        Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3500000000.0,117.0,3,2,7,6,1,15,"Gồm 3 tòa tháp A, B, C cao 30 tầng",21.0119361877441,105.77499389648399,0,1538
"
        Dự án N03-T5 Ngoại Giao Đoàn, Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",3150000000.0,83.2,2,2,3,4,1,27,Gồm 21 tầng + 2 tầnghầm,21.0641841888428,105.79916381835899,0,1038
"
        Dự án Thang Long Number One, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3100000000.0,96.0,3,2,8,5,2,62,Gồm 2 tòa chung cư A & B cao 40 tầng,21.002698898315398,105.792427062988,0,1538
"
        Thang Long Number One, Số 1, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3600000000.0,112.0,3,2,6,7,0,62,Gồm 2 tòa chung cư A & B cao 40 tầng,21.002698898315398,105.792427062988,0,1538
"
        Dự án Northern Diamond, Phường Long Biên, Long Biên, Hà Nội
    ",2540000000.0,103.0,3,2,7,6,0,25,Gồm 2 tòa tháp cao 19 tầng,21.031446456909197,105.900825500488,0,658
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4600000000.0,100.0,3,2,7,6,2,1403,,20.994333267211896,105.86756134033199,0,864
"
        Dự án Thang Long Number One, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3850000000.0,116.94,3,2,7,6,0,62,Gồm 2 tòa chung cư A & B cao 40 tầng,21.002698898315398,105.792427062988,0,1538
"
        Thang Long Number One, số 1, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3700000000.0,117.0,3,2,7,6,2,62,Gồm 2 tòa chung cư A & B cao 40 tầng,20.9866046905518,105.78857421875,0,1538
"
        Dự án Ha Do Park View, Đường Duy Tân, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",3000000000.0,92.0,2,2,5,3,2,35,Một tòa chung cư cao 32 tầng và 2 tầng hầm,21.027410507202106,105.793510437012,0,1034
"
        Dự án Thang Long Number One, Đường Đại lộ Thăng Long, Xã Mễ Trì, Nam Từ Liêm, Hà Nội
    ",5600000000.0,162.0,4,3,7,6,0,62,Gồm 2 tòa chung cư A & B cao 40 tầng,21.002698898315398,105.792427062988,0,1538
"
        Dự án Thang Long Number One, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",3150000000.0,87.0,2,2,6,7,2,62,Gồm 2 tòa chung cư A & B cao 40 tầng,21.002698898315398,105.792427062988,0,1538
"
        Dự án Sky City Towers - 88 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội.
    ",4100000000.0,102.5,2,2,6,5,0,14,Gồm 2 tháp A và B cao 31 tầng,21.0124912261963,105.811317443848,0,352
"
        Dự án HC Golden City, Long Biên, Hà Nội
    ",3380000000.0,87.5,3,2,8,6,2,42,"Gần 100 lô liền kề, biệt thự",21.0371780395508,105.87306976318399,0,658
"
        Dự án Green Stars, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3250000000.0,102.0,3,2,8,5,1,49,"Gồm 7 tòa tháp, 3 tòa A (A1, A2, A3) cao 27 tầng và 4 tòa B (B4, B5, B6, B7) cao 21 tầng",21.0523986816406,105.78018188476601,0,1038
"
        Dự án Hồng Hà Eco City, Xã Tứ Hiệp, Thanh Trì, Hà Nội
    ",1500000000.0,68.0,2,2,8,5,1,1,"Gồm công viên cây xanh, các khu vui chơi giải trí, trung tâm thương mại",20.9439792633057,105.855438232422,0,207
"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",1400000000.0,78.16,2,2,6,7,1,447,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,0,1376
"
        Central Field Trung Kính, 219, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2550000000.0,68.0,2,2,7,6,1,47,"Gồm 3 tòa tháp 29 tầng, trong đó 1 tòa tháp tổ hợp khách sạn - văn phòng và 2 tòa tháp căn hộ",21.0209789276123,105.791061401367,0,1034
"
        Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3200000000.0,118.4,3,2,7,6,2,15,"Gồm 3 tòa tháp A, B, C cao 30 tầng",21.0119361877441,105.77499389648399,0,1538
"
        Dự án Mipec City View, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",1350000000.0,60.0,2,2,8,5,1,84,7 block cao 25 tầng và 47 lô liền kề,20.9525299072266,105.790313720703,0,1376
"
        Dự án D’. Le Roi Soleil - Quảng An, Tây Hồ, Hà Nội
    ",6500000000.0,146.0,3,2,6,7,1,285,"Gồm 2 tòa tháp căn hộ cao 25 tầng, 1 tòa tháp dịch vụ 8 tầng và 5 tầng hầm",21.064899444580103,105.827049255371,0,877
"
        Dự án Mipec City View, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",987000000.0,50.9,2,1,8,5,2,84,7 block cao 25 tầng và 47 lô liền kề,20.9525299072266,105.790313720703,0,1376
"
        Dự án Smile Building, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1700000000.0,78.0,2,2,8,5,2,1,"3 tầng hầm, 3 tầng dịch vụ công cộng, nhà trẻ và 33 tầng căn hộ",20.978338241577106,105.83633422851601,0,1134
"
        Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",2750000000.0,100.0,3,2,7,6,1,245,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,0,1038
"
        Dự án FLC Complex Phạm Hùng, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội.
    ",2000000000.0,70.0,2,2,7,6,2,106,Tòa nhà 37 tầng nổi và 2 tầng hầm,21.028190612793,105.779197692871,0,1538
"
        Dự án Eco Lake View, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1780000000.0,67.0,2,2,7,6,2,41,"Gồm 2 toà tháp căn hộ HH1, HH2 32 tầng và 1 tòa dịch vụ thương mại 9 tầng",20.973093032836896,105.83837127685499,0,1134
